ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop 
떨어지,4,0,0.25,0,0,0.75,POS,0.75
떨어지/ㄴ,1,0,0,0,0,1,POS,1
떨어지/ㄴ/곳,1,0,0,0,0,1,POS,1
떨어지/지,1,0,0,0,0,1,POS,1
떨어지/지/않,1,0,0,0,0,1,POS,1
떨치,1,0,1,0,0,0,NEG,1
떨치/어,1,0,1,0,0,0,NEG,1
떨치/어/버리,1,0,1,0,0,0,NEG,1
떼,2,0,0,1,0,0,NEUT,1
떼/어,1,0,0,1,0,0,NEUT,1
떼/어/놓,1,0,0,1,0,0,NEUT,1
또,7,0,0.428571429,0,0.428571429,0.142857143,NEG,0.428571429
또/눈물,1,0,1,0,0,0,NEG,1
또/눈물/이,1,0,1,0,0,0,NEG,1
또/다른,2,0,0.5,0,0,0.5,NEG,0.5
또/다른/이름,1,0,1,0,0,0,NEG,1
또/다른/재미,1,0,0,0,0,1,POS,1
또/이렇,1,0,0,0,1,0,None,1
또/이렇/게,1,0,0,0,1,0,None,1
또는,1,0,0,0,0,1,POS,1
또는/공짜,1,0,0,0,0,1,POS,1
또는/공짜/로,1,0,0,0,0,1,POS,1
또래,1,0,0,0,0,1,POS,1
또래/상담,1,0,0,0,0,1,POS,1
또한,5,0,0,0,1,0,None,1
똑같,1,0,1,0,0,0,NEG,1
똑같/은,1,0,1,0,0,0,NEG,1
똑같/은/식민,1,0,1,0,0,0,NEG,1
똑바로,1,0,1,0,0,0,NEG,1
똑바로/되,1,0,1,0,0,0,NEG,1
똑바로/되/어,1,0,1,0,0,0,NEG,1
뚝,1,0,0,1,0,0,NEUT,1
뚝/떼,1,0,0,1,0,0,NEUT,1
뚫,3,0,0,0,0,1,POS,1
뚫/고,2,0,0,0,0,1,POS,1
뚫/고/나가,1,0,0,0,0,1,POS,1
뚫/고/들어가,1,0,0,0,0,1,POS,1
뛰,2,0,0,0,0,1,POS,1
뛰/어,1,0,0,0,0,1,POS,1
뛰/어/들,1,0,0,0,0,1,POS,1
뛰어나,2,0,0,0,0,1,POS,1
뛰어나/ㄴ,1,0,0,0,0,1,POS,1
뛰어나/ㄴ/기량,1,0,0,0,0,1,POS,1
뛰어넘,1,0,0,0,0,1,POS,1
뛰어다니,1,0,1,0,0,0,NEG,1
뛰어다니/ㄴ,1,0,1,0,0,0,NEG,1
뛰어다니/ㄴ/일,1,0,1,0,0,0,NEG,1
뛰쳐나오,1,0,0,0,0,1,POS,1
뜨,1,1,0,0,0,0,COMP,1
뜨/ㄴ,1,1,0,0,0,0,COMP,1
뜨/ㄴ/눈,1,1,0,0,0,0,COMP,1
뜨겁,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
뜨겁/어,1,0,0,1,0,0,NEUT,1
뜨겁/어/지,1,0,0,1,0,0,NEUT,1
뜨겁/었,1,0,0,0,0,1,POS,1
뜨겁/었/다,1,0,0,0,0,1,POS,1
뜨겁/은,1,0,0,0,0,1,POS,1
뜯어보,1,0,0,0,0,1,POS,1
뜯어보/ㄹ,1,0,0,0,0,1,POS,1
뜯어보/ㄹ/구석,1,0,0,0,0,1,POS,1
뜻,5,0,0,0,0,1,POS,1
뜻/을,2,0,0,0,0,1,POS,1
뜻/을/담,1,0,0,0,0,1,POS,1
뜻/을/밝히,1,0,0,0,0,1,POS,1
뜻/이,1,0,0,0,0,1,POS,1
뜻/있,1,0,0,0,0,1,POS,1
뜻/있/는,1,0,0,0,0,1,POS,1
뜻/하,1,0,0,0,0,1,POS,1
뜻/하/ㄴ다,1,0,0,0,0,1,POS,1
뜻밖에,1,0,0,0,1,0,None,1
뜻밖에/도,1,0,0,0,1,0,None,1
띄,5,0,0.2,0.2,0,0.6,POS,0.6
띄/게,1,0,0,0,0,1,POS,1
띄/게/좋,1,0,0,0,0,1,POS,1
ㄹ,187,0.021390374,0.213903743,0.07486631,0.401069519,0.288770053,None,0.401069519
ㄹ/가능,2,0,0.5,0.5,0,0,NEG,0.5
ㄹ/가능/성,2,0,0.5,0.5,0,0,NEG,0.5
ㄹ/가능,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
ㄹ/가능/성,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
ㄹ/거,1,0,1,0,0,0,NEG,1
ㄹ/거/같,1,0,1,0,0,0,NEG,1
ㄹ/것,22,0,0.181818182,0.045454545,0.590909091,0.181818182,None,0.590909091
ㄹ/것/으로,1,0,0,0,0,1,POS,1
ㄹ/것/을,2,0,0.5,0.5,0,0,NEG,0.5
ㄹ/것/이,1,0,1,0,0,0,NEG,1
ㄹ/것/이,13,0,0.153846154,0,0.769230769,0.076923077,None,0.769230769
ㄹ/경우,1,0,0,1,0,0,NEUT,1
ㄹ/경우/뇌,1,0,0,1,0,0,NEUT,1
ㄹ/계획,2,0,0,0,0,1,POS,1
ㄹ/계획/이,1,0,0,0,0,1,POS,1
ㄹ/공산,1,0,1,0,0,0,NEG,1
ㄹ/공산/은,1,0,1,0,0,0,NEG,1
ㄹ/구석,1,0,0,0,0,1,POS,1
ㄹ/구석/이,1,0,0,0,0,1,POS,1
ㄹ/기회,1,0,0,0,0,1,POS,1
ㄹ/기회/를,1,0,0,0,0,1,POS,1
ㄹ/날,1,0,1,0,0,0,NEG,1
ㄹ/날/이,1,0,1,0,0,0,NEG,1
ㄹ/듯,1,0,0,0,0,1,POS,1
ㄹ/듯/배우,1,0,0,0,0,1,POS,1
ㄹ/때,7,0,0.285714286,0.428571429,0,0.285714286,NEUT,0.428571429
ㄹ/때/는,2,0,0,0.5,0,0.5,NEUT,0.5
ㄹ/때/도,1,0,1,0,0,0,NEG,1
ㄹ/때/여성,1,0,0,1,0,0,NEUT,1
ㄹ/때/와,1,0,0,0,0,1,POS,1
ㄹ/때/절대로,1,0,1,0,0,0,NEG,1
ㄹ/뜻,1,0,0,0,0,1,POS,1
ㄹ/뜻/을,1,0,0,0,0,1,POS,1
ㄹ/리,2,0,0.5,0,0.5,0,NEG,0.5
ㄹ/리/가,1,0,1,0,0,0,NEG,1
ㄹ/리/는,1,0,0,0,1,0,None,1
ㄹ/만,10,0,0,0,0.4,0.6,POS,0.6
ㄹ/만/하,10,0,0,0,0.4,0.6,POS,0.6
ㄹ/만큼,3,0.333333333,0,0,0.333333333,0.333333333,COMP,0.333333333
ㄹ/만큼/낙천,1,1,0,0,0,0,COMP,1
ㄹ/만큼/인상,1,0,0,0,0,1,POS,1
ㄹ/부분,1,0,0,0,0,1,POS,1
ㄹ/부분/이,1,0,0,0,0,1,POS,1
ㄹ/뿐,4,0,0.75,0,0.25,0,NEG,0.75
ㄹ/뿐/더러,1,0,0,0,1,0,None,1
ㄹ/뿐/이,2,0,1,0,0,0,NEG,1
ㄹ/새,2,0,0,0.5,0,0.5,NEUT,0.5
ㄹ/새/가,1,0,0,0,0,1,POS,1
ㄹ/새/없이,1,0,0,1,0,0,NEUT,1
ㄹ/생각,2,0,0,0.5,0,0.5,NEUT,0.5
ㄹ/생각/으로,1,0,0,1,0,0,NEUT,1
ㄹ/생각/이,1,0,0,0,0,1,POS,1
ㄹ/수,102,0.019607843,0.196078431,0.039215686,0.529411765,0.215686275,None,0.529411765
ㄹ/수/가,6,0,0.333333333,0.166666667,0.333333333,0.166666667,NEG,0.333333333
ㄹ/수/는,1,0,1,0,0,0,NEG,1
ㄹ/수/도,8,0,0.125,0,0.75,0.125,None,0.75
ㄹ/수/밖에,7,0,0.142857143,0,0.857142857,0,None,0.857142857
ㄹ/수/없,21,0.095238095,0.571428571,0.095238095,0.142857143,0.095238095,NEG,0.571428571
ㄹ/수/없이,1,0,1,0,0,0,NEG,1
ㄹ/수/있,4,0,0,0,0.25,0.75,POS,0.75
ㄹ/수/있,52,0,0.038461538,0.019230769,0.653846154,0.288461538,None,0.653846154
ㄹ/예정,5,0,0,0.2,0,0.8,POS,0.8
ㄹ/예정/이,5,0,0,0.2,0,0.8,POS,0.8
ㄹ/위험,1,0,1,0,0,0,NEG,1
ㄹ/위험/이,1,0,1,0,0,0,NEG,1
ㄹ/의무,1,0,0,0,0,1,POS,1
ㄹ/의무/가,1,0,0,0,0,1,POS,1
ㄹ/이유,1,0,0,0,0,1,POS,1
ㄹ/이유/가,1,0,0,0,0,1,POS,1
ㄹ/일,1,1,0,0,0,0,COMP,1
ㄹ/일/은,1,1,0,0,0,0,COMP,1
ㄹ/전망,2,0,0,0.5,0,0.5,NEUT,0.5
ㄹ/전망/이,2,0,0,0.5,0,0.5,NEUT,0.5
ㄹ/정도,3,0,0.666666667,0,0.333333333,0,NEG,0.666666667
ㄹ/정도/이,1,0,0,0,1,0,None,1
ㄹ/집,1,0,1,0,0,0,NEG,1
ㄹ/집/말,1,0,1,0,0,0,NEG,1
ㄹ/필요,1,0,1,0,0,0,NEG,1
ㄹ/필요/는,1,0,1,0,0,0,NEG,1
ㄹ,2,0,0.5,0,0.5,0,NEG,0.5
ㄹ/하,1,0,1,0,0,0,NEG,1
ㄹ/하/았,1,0,1,0,0,0,NEG,1
ㄹ게요,1,0,0,0,0,1,POS,1
ㄹ까,3,0.333333333,0.666666667,0,0,0,NEG,0.666666667
ㄹ까/보,1,0,1,0,0,0,NEG,1
ㄹ까/보/아,1,0,1,0,0,0,NEG,1
ㄹ까,3,0,0,0.333333333,0.666666667,0,None,0.666666667
ㄹ까요,1,0,0,0,1,0,None,1
ㄹ래,1,0,0,0,1,0,None,1
ㄹ수록,1,0,0,0,1,0,None,1
ㄹ지*,1,0,0,0,1,0,None,1
ㄹ지*/도,1,0,0,0,1,0,None,1
ㄹ지*/도/모르,1,0,0,0,1,0,None,1
ㄹ지,2,0,1,0,0,0,NEG,1
ㄹ지/도,1,0,1,0,0,0,NEG,1
ㄹ지/도/모르,1,0,1,0,0,0,NEG,1
ㄹ지/모르,1,0,1,0,0,0,NEG,1
ㄹ지/모르/ㄴ다는,1,0,1,0,0,0,NEG,1
라,17,0,0.058823529,0,0.941176471,0,None,0.941176471
라/는,1,0,0,0,1,0,None,1
라/는/것,1,0,0,0,1,0,None,1
라,1,0,1,0,0,0,NEG,1
라고,12,0,0.5,0.25,0,0.25,NEG,0.5
라고/꾸준히,1,0,1,0,0,0,NEG,1
라고/꾸준히/문제,1,0,1,0,0,0,NEG,1
라고/단정,1,0,0,0,0,1,POS,1
라고/단정/하,1,0,0,0,0,1,POS,1
라고/말,1,0,0,0,0,1,POS,1
라고/말/하,1,0,0,0,0,1,POS,1
라고/번복,1,0,1,0,0,0,NEG,1
라고/번복/하,1,0,1,0,0,0,NEG,1
라고/생각,2,0,0.5,0.5,0,0,NEG,0.5
라고/생각/하,2,0,0.5,0.5,0,0,NEG,0.5
라고/설명,1,0,0,1,0,0,NEUT,1
라고/설명/하,1,0,0,1,0,0,NEUT,1
라고/하,5,0,0.6,0.2,0,0.2,NEG,0.6
라고/하/고,1,0,1,0,0,0,NEG,1
라고/하/ㄹ,1,0,0,0,0,1,POS,1
라고/하/ㄹ까,1,0,1,0,0,0,NEG,1
라고/하/지,1,0,1,0,0,0,NEG,1
라고,4,0,0.25,0.25,0,0.5,POS,0.5
라고/말,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
라고/말/하,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
라고/생각,1,0,0,0,0,1,POS,1
라고/생각/하,1,0,0,0,0,1,POS,1
라는,9,0,0.444444444,0,0.333333333,0.222222222,NEG,0.444444444
라는/것,1,0,0,0,1,0,None,1
라는/것/이,1,0,0,0,1,0,None,1
라는/대로,1,0,1,0,0,0,NEG,1
라는/대로/나,1,0,1,0,0,0,NEG,1
라는/말,1,0,1,0,0,0,NEG,1
라는/말/이,1,0,1,0,0,0,NEG,1
라는/생각,2,0,0.5,0,0.5,0,NEG,0.5
라는/생각/도,1,0,1,0,0,0,NEG,1
라는/생각/을,1,0,0,0,1,0,None,1
라는/식,1,0,0,0,1,0,None,1
라는/식/으로,1,0,0,0,1,0,None,1
라는/쓰,1,0,1,0,0,0,NEG,1
라는/쓰/ㄴ,1,0,1,0,0,0,NEG,1
라는/이상,1,0,0,0,0,1,POS,1
라는/이상/에,1,0,0,0,0,1,POS,1
라니,1,0,0,0,1,0,None,1
라니까,1,0,1,0,0,0,NEG,1
라도,3,0,0.333333333,0,0.666666667,0,None,0.666666667
라도/어리광,1,0,1,0,0,0,NEG,1
라도/어리광/을,1,0,1,0,0,0,NEG,1
라며,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
라면,2,0,0.5,0,0.5,0,NEG,0.5
라면/쉽,1,0,1,0,0,0,NEG,1
라면/쉽/게,1,0,1,0,0,0,NEG,1
라우,1,0,1,0,0,0,NEG,1
란,1,0,1,0,0,0,NEG,1
란/우려,1,0,1,0,0,0,NEG,1
란/우려/가,1,0,1,0,0,0,NEG,1
랄까,1,0,1,0,0,0,NEG,1
랄까/보,1,0,1,0,0,0,NEG,1
랄까/보/아,1,0,1,0,0,0,NEG,1
러,2,0,0.5,0,0,0.5,NEG,0.5
러/가,1,0,0,0,0,1,POS,1
러/가/ㅂ시당,1,0,0,0,0,1,POS,1
러브,2,0,0.5,0,0,0.5,NEG,0.5
러브/스토리,2,0,0.5,0,0,0.5,NEG,0.5
레크리에이션,1,0,0,0,0,1,POS,1
레크리에이션/이벤트,1,0,0,0,0,1,POS,1
레크리에이션/이벤트/가,1,0,0,0,0,1,POS,1
레포츠,1,0,0,0,0,1,POS,1
레포츠/로,1,0,0,0,0,1,POS,1
레포츠/로/정착,1,0,0,0,0,1,POS,1
려,2,0,0,0,0.5,0.5,None,0.5
려고,4,0,0,0,0.75,0.25,None,0.75
려고/하,1,0,0,0,1,0,None,1
려고/하,1,0,0,0,0,1,POS,1
려고/하/면,1,0,0,0,0,1,POS,1
려는,6,0,0.166666667,0.166666667,0.333333333,0.333333333,None,0.333333333
려는/왕실,1,0,1,0,0,0,NEG,1
려는/왕실/의,1,0,1,0,0,0,NEG,1
려는/움직임,1,0,0,0,0,1,POS,1
려는/움직임/이,1,0,0,0,0,1,POS,1
려는/저의,1,0,0,1,0,0,NEUT,1
려는/진심,1,0,0,0,0,1,POS,1
려는/진심/을,1,0,0,0,0,1,POS,1
려다,1,0,0,0,1,0,None,1
려면,3,0,0.333333333,0,0.666666667,0,None,0.666666667
려면/공부,1,0,1,0,0,0,NEG,1
려면/공부/를,1,0,1,0,0,0,NEG,1
로,59,0.033898305,0.372881356,0.06779661,0.06779661,0.457627119,POS,0.457627119
로/가,1,0,1,0,0,0,NEG,1
로/가/지,1,0,1,0,0,0,NEG,1
로/가장,1,0,1,0,0,0,NEG,1
로/가장/하,1,0,1,0,0,0,NEG,1
로/국내,1,0,0,0,0,1,POS,1
로/국내/기반,1,0,0,0,0,1,POS,1
로/글씨,1,0,1,0,0,0,NEG,1
로/글씨/를,1,0,1,0,0,0,NEG,1
로/기소,1,0,1,0,0,0,NEG,1
로/기억,1,0,0,1,0,0,NEUT,1
로/기억/되,1,0,0,1,0,0,NEUT,1
로/기준,1,0,1,0,0,0,NEG,1
로/꼽히,1,0,0,0,0,1,POS,1
로/꽃,1,0,0,0,0,1,POS,1
로/꽃/을,1,0,0,0,0,1,POS,1
로/나가,1,0,0,1,0,0,NEUT,1
로/나가/고,1,0,0,1,0,0,NEUT,1
로/남,1,0,1,0,0,0,NEG,1
로/눈길,1,0,0,0,0,1,POS,1
로/눈길/을,1,0,0,0,0,1,POS,1
로/는,2,0,1,0,0,0,NEG,1
로/는/남편,1,0,1,0,0,0,NEG,1
로/는/잘,1,0,1,0,0,0,NEG,1
로/도,1,0,1,0,0,0,NEG,1
로/도/써먹,1,0,1,0,0,0,NEG,1
로/돌아서,1,0,1,0,0,0,NEG,1
로/돌아오,1,0,0,0,0,1,POS,1
로/둔갑,1,0,1,0,0,0,NEG,1
로/둔갑/시키,1,0,1,0,0,0,NEG,1
로/들,1,0,1,0,0,0,NEG,1
로/들어가,2,0,0,0.5,0,0.5,NEUT,0.5
로/들어가/는,2,0,0,0.5,0,0.5,NEUT,0.5
로/떠오르,1,0,1,0,0,0,NEG,1
로/뚫,1,0,0,0,0,1,POS,1
로/뚫/고,1,0,0,0,0,1,POS,1
로/바꾸,2,0,0,0,0,1,POS,1
로/보,1,0,1,0,0,0,NEG,1
로/보/지,1,0,1,0,0,0,NEG,1
로/보이,2,0,0.5,0.5,0,0,NEG,0.5
로/보이/ㄴ다,1,0,0,1,0,0,NEUT,1
로/삼,1,0,0,0,0,1,POS,1
로/서,1,1,0,0,0,0,COMP,1
로/서/어,1,1,0,0,0,0,COMP,1
로/선정,1,0,0,0,0,1,POS,1
로/선정/되,1,0,0,0,0,1,POS,1
로/송수신,1,0,0,0,0,1,POS,1
로/실천,1,1,0,0,0,0,COMP,1
로/실천/을,1,1,0,0,0,0,COMP,1
로/아이,1,0,1,0,0,0,NEG,1
로/아이/마음,1,0,1,0,0,0,NEG,1
로/옮기,1,0,0,0,0,1,POS,1
로/옮기/어,1,0,0,0,0,1,POS,1
로/이어지,1,0,0,0,0,1,POS,1
로/읽,1,0,1,0,0,0,NEG,1
로/임하,1,0,0,0,0,1,POS,1
로/점점,1,0,1,0,0,0,NEG,1
로/점점/고립,1,0,1,0,0,0,NEG,1
로/정착,1,0,0,0,0,1,POS,1
로/정착/시키,1,0,0,0,0,1,POS,1
로/지정,1,0,0,0,0,1,POS,1
로/집대성,1,0,0,0,0,1,POS,1
로/집대성/하,1,0,0,0,0,1,POS,1
로/짜이,1,0,0,0,0,1,POS,1
로/치,1,0,0,0,1,0,None,1
로/치/자면,1,0,0,0,1,0,None,1
로/하,6,0,0.166666667,0,0.333333333,0.5,POS,0.5
로/하/았,1,0,0,0,0,1,POS,1
로/하,2,0,0,0,0,1,POS,1
로/확인,1,0,1,0,0,0,NEG,1
로/확인/이,1,0,1,0,0,0,NEG,1
로/흘러가,1,0,1,0,0,0,NEG,1
로부터,1,0,1,0,0,0,NEG,1
로부터/자유,1,0,1,0,0,0,NEG,1
로부터/자유/롭,1,0,1,0,0,0,NEG,1
로서,1,0,1,0,0,0,NEG,1
로서/의,1,0,1,0,0,0,NEG,1
로서/의/비극,1,0,1,0,0,0,NEG,1
롭*,1,0,0,0,0,1,POS,1
롭,14,0,0.142857143,0,0,0.857142857,POS,0.857142857
롭/게,4,0,0,0,0,1,POS,1
롭/게/철학,1,0,0,0,0,1,POS,1
롭/게/풀어지,1,0,0,0,0,1,POS,1
롭/ㅁ,1,0,0,0,0,1,POS,1
롭/지,2,0,1,0,0,0,NEG,1
롭/지/못하,2,0,1,0,0,0,NEG,1
률,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
률/을,2,0,0.5,0,0,0.5,NEG,0.5
률/을/낮추,1,0,1,0,0,0,NEG,1
를,157,0.044585987,0.331210191,0.044585987,0,0.579617834,POS,0.579617834
를/가꾸,1,0,0,0,0,1,POS,1
를/가꾸/며,1,0,0,0,0,1,POS,1
를/가지,3,0,0,0,0,1,POS,1
를/가지/ㄴ,1,0,0,0,0,1,POS,1
를/강요,1,0,1,0,0,0,NEG,1
를/강요/하,1,0,1,0,0,0,NEG,1
를/거의,1,0,1,0,0,0,NEG,1
를/거의/거치,1,0,1,0,0,0,NEG,1
를/걸,2,0,0,0,0,1,POS,1
를/걸/어,1,0,0,0,0,1,POS,1
를/격려,1,0,0,0,0,1,POS,1
를/격려/하,1,0,0,0,0,1,POS,1
를/계기,1,0,0,0,0,1,POS,1
를/계기/로,1,0,0,0,0,1,POS,1
를/계속,1,1,0,0,0,0,COMP,1
를/계속/하,1,1,0,0,0,0,COMP,1
를/고객,1,0,0,0,0,1,POS,1
를/고객/들,1,0,0,0,0,1,POS,1
를/고양,1,0,0,0,0,1,POS,1
를/고양/시키,1,0,0,0,0,1,POS,1
를/구상,1,0,0,1,0,0,NEUT,1
를/구상/하,1,0,0,1,0,0,NEUT,1
를/구입,1,0,1,0,0,0,NEG,1
를/구입/하,1,0,1,0,0,0,NEG,1
를/국민,1,1,0,0,0,0,COMP,1
를/국민/에게,1,1,0,0,0,0,COMP,1
를/꺼내,1,1,0,0,0,0,COMP,1
를/꺼내/어,1,1,0,0,0,0,COMP,1
를/끄덕이,1,0,0,0,0,1,POS,1
를/끈끈,1,0,1,0,0,0,NEG,1
를/끈끈/하,1,0,1,0,0,0,NEG,1
를/끌,4,0,0,0,0,1,POS,1
를/나,1,0,0,0,0,1,POS,1
를/나/의,1,0,0,0,0,1,POS,1
를/나누,1,0,0,0,0,1,POS,1
를/나타내,1,0,1,0,0,0,NEG,1
를/낳,1,0,1,0,0,0,NEG,1
를/내,1,0,0,0,0,1,POS,1
를/내걸,1,0,0,0,0,1,POS,1
를/넘기,1,0,0,0,0,1,POS,1
를/넘기/고,1,0,0,0,0,1,POS,1
를/넘어서,2,0,0,0,0,1,POS,1
를/넘어서/었,1,0,0,0,0,1,POS,1
를/높이,1,0,0,0,0,1,POS,1
를/누리,1,0,0,0,0,1,POS,1
를/다,1,0,0,0,0,1,POS,1
를/다/바치,1,0,0,0,0,1,POS,1
를/단절,1,0,1,0,0,0,NEG,1
를/단절/하,1,0,1,0,0,0,NEG,1
를/달구,1,0,0,0,0,1,POS,1
를/달구/는,1,0,0,0,0,1,POS,1
를/달리,1,0,0,0,0,1,POS,1
를/담,1,0,0,1,0,0,NEUT,1
를/담/도록,1,0,0,1,0,0,NEUT,1
를/당국,1,0,1,0,0,0,NEG,1
를/당국/에,1,0,1,0,0,0,NEG,1
를/더,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
를/더/많이,1,0,1,0,0,0,NEG,1
를/더/이상,1,0,1,0,0,0,NEG,1
를/더/하,1,0,0,0,0,1,POS,1
를/더욱,1,0,1,0,0,0,NEG,1
를/더욱/강화,1,0,1,0,0,0,NEG,1
를/더하,1,0,0,0,0,1,POS,1
를/던지,1,0,0,0,0,1,POS,1
를/던지/어,1,0,0,0,0,1,POS,1
를/도와주,1,0,0,0,0,1,POS,1
를/도와주/시,1,0,0,0,0,1,POS,1
를/되찾,1,0,0,0,0,1,POS,1
를/드러내,1,0,1,0,0,0,NEG,1
를/들,3,0,1,0,0,0,NEG,1
를/들/어,2,0,1,0,0,0,NEG,1
를/들/어야,1,0,1,0,0,0,NEG,1
를/들썩거리,1,0,1,0,0,0,NEG,1
를/들썩거리/게,1,0,1,0,0,0,NEG,1
를/듬뿍,1,0,0,0,0,1,POS,1
를/듬뿍/안,1,0,0,0,0,1,POS,1
를/떠나,1,1,0,0,0,0,COMP,1
를/떠나/도록,1,1,0,0,0,0,COMP,1
를/뚫,1,0,0,0,0,1,POS,1
를/만들,2,0,0,0,0,1,POS,1
를/만지,1,0,1,0,0,0,NEG,1
를/만지/어,1,0,1,0,0,0,NEG,1
를/맛보,2,0,0.5,0,0,0.5,NEG,0.5
를/맛보/ㄹ,1,0,0,0,0,1,POS,1
를/맞,2,0,1,0,0,0,NEG,1
를/맞/게,1,0,1,0,0,0,NEG,1
를/맞추,1,0,0,0,0,1,POS,1
를/맞추/는,1,0,0,0,0,1,POS,1
를/매기,1,1,0,0,0,0,COMP,1
를/매끄럽,1,0,0,0,0,1,POS,1
를/매끄럽/게,1,0,0,0,0,1,POS,1
를/맴돌,1,0,1,0,0,0,NEG,1
를/모으,2,0,0,0,0,1,POS,1
를/못,1,0,1,0,0,0,NEG,1
를/못/잡,1,0,1,0,0,0,NEG,1
를/무덤,1,0,0,0,0,1,POS,1
를/무덤/에서,1,0,0,0,0,1,POS,1
를/물,1,0,1,0,0,0,NEG,1
를/밀어내,1,0,1,0,0,0,NEG,1
를/밀어내/는,1,0,1,0,0,0,NEG,1
를/바라,2,0,0,0,0,1,POS,1
를/바라/ㅂ니다,1,0,0,0,0,1,POS,1
를/받,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
를/밝히,2,1,0,0,0,0,COMP,1
를/밝히/고,1,1,0,0,0,0,COMP,1
를/방불,1,0,0,0,0,1,POS,1
를/방불/하,1,0,0,0,0,1,POS,1
를/범하,1,0,1,0,0,0,NEG,1
를/베풀,1,0,0,0,0,1,POS,1
를/보,3,0,0,0,0,1,POS,1
를/보/는,1,0,0,0,0,1,POS,1
를/보/았,1,0,0,0,0,1,POS,1
를/본격,1,0,0,0,0,1,POS,1
를/본격/화,1,0,0,0,0,1,POS,1
를/부르,1,0,0,1,0,0,NEUT,1
를/부르/어,1,0,0,1,0,0,NEUT,1
를/비추,1,0,0,0,0,1,POS,1
를/비추/어,1,0,0,0,0,1,POS,1
를/뿜어내,1,0,0,0,0,1,POS,1
를/살리,2,0,0,0,0,1,POS,1
를/살리/ㄹ,1,0,0,0,0,1,POS,1
를/살리/어,1,0,0,0,0,1,POS,1
를/상징,1,0,0,0,0,1,POS,1
를/상징/하,1,0,0,0,0,1,POS,1
를/서,1,0,0,0,0,1,POS,1
를/서/어,1,0,0,0,0,1,POS,1
를/세,1,0,1,0,0,0,NEG,1
를/세/세,1,0,1,0,0,0,NEG,1
를/쌓,1,0,0,0,0,1,POS,1
를/쓰,2,0,0.5,0.5,0,0,NEG,0.5
를/쓰/ㄹ,2,0,0.5,0.5,0,0,NEG,0.5
를/아예,1,0,1,0,0,0,NEG,1
를/아예/거부,1,0,1,0,0,0,NEG,1
를/안,1,0,1,0,0,0,NEG,1
를/알,1,0,0,0,0,1,POS,1
를/알/ㄹ,1,0,0,0,0,1,POS,1
를/양,1,0,0,0,0,1,POS,1
를/양/어깨,1,0,0,0,0,1,POS,1
를/얻,5,0,0,0,0,1,POS,1
를/얻/어,1,0,0,0,0,1,POS,1
를/연발,1,0,0,0,0,1,POS,1
를/연발/하,1,0,0,0,0,1,POS,1
를/엿보,1,0,1,0,0,0,NEG,1
를/엿보/ㄹ,1,0,1,0,0,0,NEG,1
를/옹호,1,0,1,0,0,0,NEG,1
를/옹호/하,1,0,1,0,0,0,NEG,1
를/완비,1,0,0,0,0,1,POS,1
를/완비/하,1,0,0,0,0,1,POS,1
를/위하,1,0,0,0,0,1,POS,1
를/유지,1,0,1,0,0,0,NEG,1
를/유지/하,1,0,1,0,0,0,NEG,1
를/이끌,1,0,0,0,0,1,POS,1
를/이루,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
를/이해,1,0,1,0,0,0,NEG,1
를/이해/하,1,0,1,0,0,0,NEG,1
를/인식,1,0,1,0,0,0,NEG,1
를/인식/하,1,0,1,0,0,0,NEG,1
를/일으키,1,0,1,0,0,0,NEG,1
를/읽,2,0,0,1,0,0,NEUT,1
를/읽/고,1,0,0,1,0,0,NEUT,1
를/읽/다가,1,0,0,1,0,0,NEUT,1
를/자아내,1,0,0,0,0,1,POS,1
를/자아내/기,1,0,0,0,0,1,POS,1
를/잡,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
를/잡/아,1,0,1,0,0,0,NEG,1
를/잡/지,1,0,1,0,0,0,NEG,1
를/잡아가,1,0,0,0,0,1,POS,1
를/재연,1,0,1,0,0,0,NEG,1
를/재연/하,1,0,1,0,0,0,NEG,1
를/재현,1,0,0,0,0,1,POS,1
를/재현/하,1,0,0,0,0,1,POS,1
를/절레절레,1,0,1,0,0,0,NEG,1
를/절레절레/흔들,1,0,1,0,0,0,NEG,1
를/제공,1,0,0,0,0,1,POS,1
를/제공/하,1,0,0,0,0,1,POS,1
를/제기,1,0,1,0,0,0,NEG,1
를/제기/하,1,0,1,0,0,0,NEG,1
를/제치,1,0,0,0,0,1,POS,1
를/주,2,0,0,0,0,1,POS,1
를/주/는,1,0,0,0,0,1,POS,1
를/즐기,1,0,0,0,0,1,POS,1
를/즐기/어,1,0,0,0,0,1,POS,1
를/짧,1,0,1,0,0,0,NEG,1
를/짧/게,1,0,1,0,0,0,NEG,1
를/찢,1,0,1,0,0,0,NEG,1
